mission,probability_planet,decision,orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_rearth,impact_param,snr,stellar_teff_k,stellar_logg_cgs,stellar_radius_rsun,stellar_metallicity,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,mission
Kepler,0.9639539204756596,CONFIRMED(model),36.33750453,7.06,2828.4,5.3,0.825,96.8,5717.0,4.538,0.884,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),14.64613058,5.688,593.5,2.22,0.561,30.0,5717.0,4.538,0.884,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),148.272013,4.192,1707.4,4.3,0.883,21.8,5717.0,4.538,0.884,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9857808857808859,CONFIRMED(model),10.50682978,3.7769,13355.5,9.01,0.407,343.4,5127.0,4.589,0.782,0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9611761426978818,CONFIRMED(model),321.2124365,4.012,2358.6,7.25,0.873,81.7,6018.0,4.257,1.286,0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),11.29689442,4.623,198.5,1.74,0.634,20.9,6096.0,4.358,1.176,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.990909090909091,CONFIRMED(model),5.968724048,3.651,510.6,3.26,0.166,107.1,6122.0,4.173,1.439,0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.215807962529274,UNDECIDED,2.144632238,6.2701,19836.9,59.19,1.228,334.8,6296.0,4.24,1.305,-0.16,0.0,1.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),133.460999,11.4997,5032.9,11.21,0.249,162.3,5588.0,4.047,1.593,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),5.188563677,2.3683,358.7,1.0,0.179,56.4,3980.0,4.722,0.54,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.981304347826087,CONFIRMED(model),15.19423359,3.106,367.8,3.69,0.906,18.1,5588.0,4.047,1.593,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9615384615384615,CONFIRMED(model),3.990105908,2.4108,6154.9,7.45,0.582,247.8,5926.0,4.519,0.913,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9657487922705315,CONFIRMED(model),10.035381809,3.4062,2829.7,4.42,0.079,150.9,5813.0,4.561,0.833,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9777777777777779,CONFIRMED(model),5.62154315,2.4143,172.3,1.37,0.742,35.3,5637.0,4.439,0.96,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.981304347826087,CONFIRMED(model),8.50698069,2.938,295.5,1.9,0.816,20.7,5822.0,4.428,0.986,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9726495726495727,CONFIRMED(model),0.669310092,1.6274,131.8,1.13,0.157,75.3,5475.0,4.426,1.003,0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),44.9306706,6.539,438.4,2.49,0.481,33.8,6121.0,4.397,1.164,0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9637285902503294,CONFIRMED(model),14.13175309,4.0136,1033.0,3.02,0.848,40.1,5616.0,4.564,0.822,-0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),11.41926141,3.9908,915.6,1.48,0.242,58.0,3823.0,4.765,0.492,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),33.1996355,5.022,1112.5,2.85,0.017,32.6,5102.0,4.463,0.88,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),19.30581662,4.2902,709.1,4.0,0.001,36.3,5661.0,4.09,1.522,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),13.22175358,2.7884,876.5,2.38,0.451,93.6,5211.0,4.556,0.799,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9861761426978818,CONFIRMED(model),7.16893064,4.6766,112.8,1.61,0.573,36.3,6221.0,4.198,1.458,0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),5.729317577,1.1816,865.4,2.41,0.597,59.0,5320.0,4.589,0.786,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),11.776132317,2.8971,1430.8,2.08,0.54,163.5,3980.0,4.722,0.54,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),11.60908533,2.2603,489.3,1.71,0.03,34.1,5320.0,4.589,0.786,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9741972066509753,CONFIRMED(model),40.05881661,5.595,1239.4,3.43,0.819,62.6,5668.0,4.545,0.868,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9777777777777779,CONFIRMED(model),6.09747233,3.431,217.6,2.22,0.012,17.4,5661.0,4.09,1.522,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),56.637918,6.172,589.7,3.68,0.298,20.9,5661.0,4.09,1.522,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),8.99088621,4.2447,469.7,2.78,0.77,93.6,5881.0,4.315,1.171,0.07,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9635586635586636,CONFIRMED(model),7.886632468,5.2147,6331.2,8.99,0.048,392.3,5847.0,4.304,1.135,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),8.027681123,3.0942,8725.4,8.43,0.495,461.5,5569.0,4.546,0.887,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,0.937646730933176,CONFIRMED(model),704.962626,18.003,2319.1,4.53,0.8495,96.1,5305.0,4.489,0.818,-0.26,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9777777777777779,CONFIRMED(model),50.28635977,6.3212,1119.3,3.88,0.018,99.5,5900.0,4.309,1.167,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),22.79020351,5.0394,617.9,2.57,0.036,47.7,5478.0,4.354,1.053,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),13.26079792,3.912,199.4,1.47,0.22,17.6,5478.0,4.354,1.053,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9657487922705315,CONFIRMED(model),127.8334997,10.914,1829.9,9.46,0.416,76.9,6505.0,3.973,2.17,0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.988010133318302,CONFIRMED(model),10.21864532,3.802,445.3,2.33,0.416,26.6,6100.0,4.376,1.083,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),15.573637,5.326,468.1,2.94,0.946,24.7,6100.0,4.376,1.083,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),40.1015561,5.246,550.0,2.92,0.868,19.0,6100.0,4.376,1.083,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9848717948717949,CONFIRMED(model),4.45814897,2.867,188.1,1.61,0.754,14.3,6100.0,4.376,1.083,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),6.230335,1.6493,1449.2,3.7,0.808,31.6,5477.0,4.557,0.865,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),12.49340725,2.2614,715.7,2.2,0.594,76.2,5207.0,4.561,0.795,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),6.62643441,3.1752,814.6,2.54,0.111,40.6,5616.0,4.529,0.903,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.70122061,2.523,327.4,1.62,0.178,19.6,5616.0,4.529,0.903,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),13.73474071,2.769,746.4,2.71,0.941,31.0,5196.0,4.524,0.772,-0.3,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),14.55387488,6.973,319.7,3.45,0.955,26.8,6143.0,4.177,1.507,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9914819643633204,CONFIRMED(model),81.0637895,3.001,476.0,3.01,0.584,19.4,6198.0,4.237,1.324,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),24.8056775,6.148,624.4,2.16,0.007,39.4,5600.0,4.455,0.872,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),13.02493307,4.5706,778.4,2.88,0.004,119.3,5657.0,4.364,1.046,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),44.3471936,6.43,791.7,2.45,0.273,40.5,5600.0,4.455,0.872,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),9.2207691,4.907,140.0,1.02,0.037,13.2,5600.0,4.455,0.872,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),13.6396648,5.425,162.7,1.1,0.105,13.3,5600.0,4.455,0.872,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),1.922799706,1.8604,259.7,1.28,0.036,30.1,5194.0,4.559,0.815,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.222975318,2.9247,232.7,1.47,0.33,31.3,5823.0,4.427,0.96,-0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),4.16811839,2.8084,263.0,2.28,0.709,26.7,5689.0,4.202,1.313,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9690821256038648,CONFIRMED(model),5.82348911,2.2441,888.7,3.0,0.877,38.1,5774.0,4.526,0.864,-0.22,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),7.13969705,3.981,512.9,2.24,0.027,27.8,6014.0,4.486,0.993,0.07,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),18.75470238,3.0331,995.3,1.67,0.034,33.2,3976.0,4.721,0.54,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),11.30123036,4.022,277.1,1.85,0.117,18.5,5730.0,4.34,1.122,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9777777777777779,CONFIRMED(model),4.24153629,2.971,188.1,1.44,0.257,18.0,5776.0,4.34,1.047,-0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9190821256038648,CONFIRMED(model),17.32419108,8.045,241.3,3.14,0.764,49.1,5968.0,3.972,1.857,0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),14.37457572,4.7892,335.8,1.94,0.035,55.2,5768.0,4.358,1.067,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),9.65188331,4.296,103.2,1.08,0.122,19.8,5768.0,4.358,1.067,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),49.4781446,2.493,496.6,1.88,0.048,20.4,5776.0,4.554,0.849,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9468599033816425,CONFIRMED(model),30.8639476,8.864,256.5,3.01,0.907,63.0,5977.0,4.08,1.571,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),2.403640701,1.4012,74.9,1.24,0.918,16.3,5881.0,4.315,1.171,0.07,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),4.51436096,3.0083,230.7,1.84,0.118,28.4,5940.0,4.306,1.215,0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9866666666666667,CONFIRMED(model),3.77359871,2.7282,176.0,1.29,0.0,25.6,6224.0,4.404,0.969,-0.72,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9761761426978819,CONFIRMED(model),8.18182189,2.4566,299.6,1.77,0.655,27.4,6224.0,4.404,0.969,-0.72,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),13.32389352,3.2208,781.3,1.26,0.073,25.9,3751.0,4.813,0.45,-0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),4.919584997,4.1988,425.7,2.86,0.243,132.0,6236.0,4.246,1.378,0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9857808857808859,CONFIRMED(model),11.41911886,5.135,509.2,3.32,0.947,23.7,6311.0,4.398,1.172,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9861761426978818,CONFIRMED(model),11.36113254,4.1886,569.5,2.6,0.734,57.0,6244.0,4.46,1.009,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),14.53410833,3.3094,510.6,1.36,0.766,32.5,3957.0,4.693,0.553,-0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),33.0063185,7.118,278.1,3.13,0.39,38.2,5968.0,3.972,1.857,0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),11.13127159,4.2372,211.2,2.06,0.01,36.8,5800.0,4.202,1.435,0.4,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),29.6193891,4.9595,314.7,1.74,0.046,42.5,5618.0,4.401,0.996,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9984016587767558,CONFIRMED(model),8.925079516,2.6766,977.5,2.36,0.74,135.8,4728.0,4.628,0.693,0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9622514740161799,CONFIRMED(model),8.0922105,5.7696,65.3,1.44,0.951,37.5,5774.0,4.106,1.395,-0.26,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),22.687155,5.4921,960.0,3.2,0.023,122.8,5657.0,4.364,1.046,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9761761426978819,CONFIRMED(model),4.48758768,2.874,112.0,1.37,0.532,25.9,6060.0,4.227,1.257,-0.26,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9948717948717949,CONFIRMED(model),16.56062577,2.611,700.8,2.94,0.96,30.8,5818.0,4.436,0.855,-0.82,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),15.74958583,4.6672,659.5,2.77,0.637,42.6,6191.0,4.454,1.025,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),37.8145252,9.109,412.5,3.04,0.845,57.9,5988.0,4.278,1.314,0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.8521367521367521,UNDECIDED,12.64504291,9.117,200.4,1.55,0.931,32.7,5607.0,4.447,0.886,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),21.5262958,8.392,190.0,1.36,0.804,23.4,5607.0,4.447,0.886,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9635586635586636,CONFIRMED(model),33.8845825,6.538,224.1,1.74,0.961,17.2,5607.0,4.447,0.886,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),6.40087137,2.5561,133.6,1.91,0.861,24.4,5426.0,4.107,1.421,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9635586635586636,CONFIRMED(model),30.1599411,7.874,175.9,4.54,0.802,32.3,5010.0,3.62,3.051,0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),51.0771048,11.233,141.5,3.66,0.498,24.1,5010.0,3.62,3.051,0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9372514740161799,CONFIRMED(model),117.93110803,5.8796,8506.6,10.36,0.615,212.5,6392.0,4.425,1.072,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9400292517939576,CONFIRMED(model),125.86540191,9.0191,12389.5,12.37,0.101,544.7,5933.0,4.342,1.115,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),34.5439452,3.482,429.8,2.67,0.87,23.4,5933.0,4.342,1.115,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),10.74241765,6.0633,415.2,3.06,0.034,95.4,5761.0,4.091,1.518,0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.5244043305793705,UNDECIDED,2.495780169,4.2721,25070.0,15.75,0.133,171.4,6039.0,4.426,0.992,-0.28,0.0,1.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),4.75400072,2.5394,748.7,2.0,0.672,141.4,4728.0,4.628,0.693,0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),3.234699282,3.59385,10558.7,13.06,0.079,3003.8,5640.0,4.236,1.291,0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.99,CONFIRMED(model),31.99552485,4.2817,1376.1,4.12,0.69,128.0,5657.0,4.364,1.046,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),51.92920654,5.2637,3425.8,8.49,0.398,81.8,5671.0,4.128,1.442,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),5.644914154,2.2599,1397.9,2.66,0.445,63.9,4769.0,4.622,0.714,0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.105507835,1.7458,904.6,2.68,0.799,178.6,4989.0,4.585,0.791,0.3,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9878406519212989,CONFIRMED(model),5.841636615,1.8734,1336.3,1.38,0.026,41.1,3526.0,4.866,0.383,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),19.85029495,2.8407,1607.5,1.52,0.217,34.4,3526.0,4.866,0.383,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),15.27443889,6.0765,206.7,2.17,0.153,40.3,5761.0,4.091,1.518,0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.998743474412487,CONFIRMED(model),11.00817635,2.013,1462.5,2.15,0.025,42.1,4141.0,4.684,0.582,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),92.7495777,5.506,1105.1,1.87,0.019,18.0,4141.0,4.684,0.582,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.892379679144385,UNDECIDED,52.5008645,14.9066,946.7,12.41,0.11,116.2,4976.0,3.331,4.157,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9761761426978819,CONFIRMED(model),0.63133171,1.1487,434.5,1.2,0.726,95.8,4441.0,4.71,0.53,-0.98,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),12.69905011,2.9899,797.4,2.62,0.663,30.4,5291.0,4.489,0.882,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),8.74292005,2.6277,779.5,1.92,0.025,30.7,4769.0,4.622,0.714,0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.64830183,1.9985,371.7,1.33,0.063,19.9,4769.0,4.622,0.714,0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),2.345863002,1.6795,316.7,1.23,0.035,19.6,4769.0,4.622,0.714,0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),37.1011418,5.5556,1357.5,3.19,0.41,55.2,5986.0,4.527,0.85,-0.5,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9635586635586636,CONFIRMED(model),10.8644095,1.853,748.7,1.14,0.763,16.8,3526.0,4.866,0.383,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),124.4197175,3.7197,4107.0,10.3,0.017,39.9,5066.0,3.974,1.659,0.22,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),1.219568047,1.5681,494.9,1.51,0.067,65.9,4838.0,4.625,0.701,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),2.05388477,2.1635,546.7,2.74,0.282,50.0,5632.0,4.282,1.176,0.14,0.0,0.0,0.0,0.0,Kepler
K2,0.9966666666666667,CONFIRMED(model),22.631964,,,2.86,,,5519.0,4.43,0.97,,,,,,K2
K2,0.7732905982905983,UNDECIDED,22.634594,,,17.4,,,,,0.92,,,,,,K2
K2,0.9879710144927536,CONFIRMED(model),22.629496,,,2.54112738,,,5482.0,4.6,0.873283,,,,,,K2
K2,0.9009691438504998,CONFIRMED(model),22.6302,,,5.2,,,,,0.984,,,,,,K2
K2,0.9879710144927536,CONFIRMED(model),22.620344,,,2.3,,,5482.0,4.6,0.87,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),13.609878,,,2.38,,,5484.0,4.5,0.92,,,,,,K2
K2,0.9827863121894073,CONFIRMED(model),13.606629,,,1.9,,,5438.0,4.6,0.83,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),13.60496,,,2.69,,,,,0.919,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),13.608511,,,2.5,,,,,0.96,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),13.608341,,,2.25541631,,,5477.0,4.62,0.894913,,,,,,K2
K2,0.9827863121894073,CONFIRMED(model),2.87162,,,1.9,,,,,0.919,,,,,,K2
K2,0.9845811839842791,CONFIRMED(model),2.871348,,,1.8,,,,,0.96,,,,,,K2
K2,0.9932768361581921,CONFIRMED(model),2.871788,,,1.70058746,,,5477.0,4.62,0.894913,,,,,,K2
K2,0.9827863121894073,CONFIRMED(model),2.872042,,,1.8,,,5484.0,4.5,0.92,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),2.871512,,,1.4,,,5438.0,4.6,0.83,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),1.543041,,,1.5,,,,,0.82,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),1.543452,,,1.3,,,,,0.735,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),1.543069,,,1.38,,,4877.0,4.59,0.77,,,,,,K2
K2,0.8268599033816425,UNDECIDED,19.895268,,,8.5,,,,,1.45,,,,,,K2
K2,0.9491201608848667,CONFIRMED(model),19.895,,,7.46,,,5741.0,4.14,1.279,,,,,,K2
K2,0.9491201608848667,CONFIRMED(model),19.895202,,,7.67,,,5742.0,4.26,1.28,,,,,,K2
K2,0.9657487922705315,CONFIRMED(model),19.894641,,,5.55493874,,,5767.0,4.47,1.06414,,,,,,K2
K2,0.8439539204756595,UNDECIDED,19.89531,,,8.01,,,,,1.367,,,,,,K2
K2,0.9491201608848667,CONFIRMED(model),19.89526,,,7.5,,,5500.0,4.21,1.28,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),16.0343,,,2.05,,,,,0.616,,,,,,K2
K2,0.5823182678571077,UNDECIDED,16.0382,,,,,,4710.0,,0.62,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),16.035054,,,2.05816745,,,4661.0,4.66,0.645652,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),16.038474,,,2.0,,,,,0.7,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),16.034656,,,2.0,,,4473.0,4.653,0.675,,,,,,K2
K2,0.7436936936936936,UNDECIDED,4.175187,,,13.4,,,,,1.15,,,,,,K2
K2,0.7725330225330225,UNDECIDED,4.1752387,,,13.843115,,,6149.0,4.4,1.155,,,,,,K2
K2,0.7725330225330225,UNDECIDED,4.175186,,,12.92,,,5950.0,4.4,1.1,,,,,,K2
K2,0.7436936936936936,UNDECIDED,4.175235,,,12.77,,,,,1.0878,,,,,,K2
K2,0.8003108003108004,UNDECIDED,4.17471430219,,,13.70940899,,,5859.0,4.38969,1.08854,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),15.3886606556,,,2.53826377,,,6101.0,4.44514,1.0623,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),15.3863,,,2.41,,,5961.0,4.33,1.093,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),15.38857,,,2.35,,,5942.0,,1.115,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),15.386796,,,2.1,,,,,0.96,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),15.387063,,,2.39,,,6058.0,4.37,1.09,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),15.388825,,,2.22325951,,,5934.0,4.29,1.040375,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),8.596802,,,2.43,,,5854.0,4.25,1.27,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),8.59627,,,2.6,,,,,1.251,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),8.59656,,,2.51,,,5875.0,4.28,1.236,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),8.596724,,,2.5,,,,,1.29,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),8.596531,,,2.21567504,,,5768.0,4.27,1.123168,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),13.68275,,,2.62,,,,,1.056,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),13.683038,,,2.3,,,,,0.99,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),13.682511,,,2.21473364,,,5599.0,4.43,0.929546,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),13.683256,,,2.39,,,5660.0,4.4,1.02,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),13.68186,,,2.37,,,5612.0,4.45,1.026,,,,,,K2
K2,0.9879710144927536,CONFIRMED(model),2.174789,,,1.66,,,4495.0,4.6,0.699,,,,,,K2
K2,0.9879710144927536,CONFIRMED(model),2.174789,,,1.67844825,,,4591.0,4.59,0.665648,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),2.174829,,,1.63,,,,,0.638,,,,,,K2
K2,0.9588616435077053,CONFIRMED(model),2.1747824,,,1.79105,,,4542.0,4.58,0.71,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),2.174769,,,1.7,,,,,0.71,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),2.174782,,,1.63,,,4658.0,4.63,0.69,,,,,,K2
K2,0.9823910552724111,CONFIRMED(model),2.1748,,,1.75,,,4503.0,4.57,0.72,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),9.7954,,,2.39257704,,,4349.0,4.72,0.598075,,,,,,K2
K2,0.9914819643633204,CONFIRMED(model),9.795647,,,2.65,,,4349.0,4.72,0.678,,,,,,K2
K2,0.9827863121894073,CONFIRMED(model),9.79565352601,,,2.82375991,,,4147.0,4.55,0.706632,,,,,,K2
K2,0.9948717948717949,CONFIRMED(model),9.79551,,,2.52,,,4272.0,4.64,0.65,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),9.79546,,,2.57,,,,,0.648,,,,,,K2
K2,0.9966666666666667,CONFIRMED(model),9.795546,,,2.6,,,,,0.67,,,,,,K2
K2,0.9119696466157083,CONFIRMED(model),3.835476,,,1.49,,,3695.0,4.8,0.45,,,,,,K2
K2,0.9861761426978818,CONFIRMED(model),3.83553,,,1.054,,,,,0.321,,,,,,K2
